Transient Name,Epoch,Peak Flux,RMS Flux,Delta T
ZTF21abvcuhk,VLASS3.1,0.312,0.129,563.62
ZTF21abvcxel,VLASS1.2v2,0.32,0.117,-801.48
ZTF21abvcxel,VLASS2.2,0.438,0.143,45.52
ZTF21abvcxid,VLASS1.2v2,0.316,0.11,-892.41
ZTF21abvcxid,VLASS2.2,0.327,0.114,31.59
ZTF21abvddpq,VLASS1.1v2,0.691,0.17,-1436.44
ZTF21abvddpq,VLASS2.1,0.778,0.147,-363.44
ZTF21abvddpq,VLASS3.1,0.946,0.152,540.56
ZTF21abvdikq,VLASS1.2v2,0.231,0.112,-840.5
ZTF21abvdikq,VLASS2.2,0.542,0.201,87.5
ZTF21abvfacx,VLASS1.2v2,0.379,0.15,-903.25
ZTF21abvfacx,VLASS2.2,0.336,0.123,89.75
ZTF21abvhxyk,VLASS1.2v2,0.37,0.14,-876.34
ZTF21abvhxyk,VLASS2.2,0.347,0.127,64.66
ZTF21abviabc,VLASS1.1v2,0.773,0.127,-1364.4
ZTF21abviabc,VLASS2.1,0.84,0.162,-326.4
ZTF21abviabc,VLASS3.1,4.537,0.462,563.6
ZTF21abvicne,VLASS1.1v2,0.359,0.088,-1414.34
ZTF21abvicne,VLASS2.1,0.489,0.174,-390.34
ZTF21abvicne,VLASS3.1,0.286,0.146,546.66
ZTF21abvpdjh,VLASS1.2v2,0.429,0.147,-870.51
ZTF21abvpdjh,VLASS2.2,0.426,0.107,94.49
ZTF21abvqrln,VLASS1.1v2,0.306,0.118,-1447.23
ZTF21abvqrln,VLASS2.1,0.369,0.175,-423.23
ZTF21abvqrln,VLASS3.1,0.452,0.147,491.77
ZTF21abvrfsr,VLASS1.2v2,0.364,0.145,-867.33
ZTF21abvrfsr,VLASS2.2,0.324,0.116,23.67
ZTF21abvrlup,VLASS1.1v2,0.241,0.121,-1390.19
ZTF21abvrlup,VLASS2.1,0.29,0.129,-324.19
ZTF21abvrlup,VLASS3.1,0.22,0.11,550.81
ZTF21abvrrmy,VLASS1.2v2,0.343,0.128,-877.2
ZTF21abvrrmy,VLASS2.2,0.306,0.105,40.8
ZTF21abvtfxn,VLASS1.2v2,0.582,0.153,-793.27
ZTF21abvtfxn,VLASS2.2,0.497,0.144,150.73
ZTF21abvtikp,VLASS1.2v2,0.499,0.223,-788.19
ZTF21abvtikp,VLASS2.2,0.46,0.187,72.81
ZTF21abvtuir,VLASS1.2v2,0.387,0.132,-800.3
ZTF21abvtuir,VLASS2.2,0.412,0.162,159.7
ZTF21abvuttc,VLASS1.2v2,0.323,0.141,-892.35
ZTF21abvuttc,VLASS2.2,0.276,0.112,42.65
ZTF21abvvivq,VLASS1.2v2,0.481,0.169,-821.43
ZTF21abvvivq,VLASS2.2,0.487,0.159,140.57
ZTF21abvvuhm,VLASS1.2v2,0.393,0.142,-812.36
ZTF21abvvuhm,VLASS2.2,0.462,0.197,149.64
ZTF21abvwuxm,VLASS1.1v2,0.255,0.096,-1427.49
ZTF21abvwuxm,VLASS2.1,0.486,0.163,-354.49
ZTF21abvwuxm,VLASS3.1,0.286,0.092,549.51
ZTF21abvxguf,VLASS1.2v2,0.681,0.17,-853.48
ZTF21abvxguf,VLASS2.2,0.509,0.175,145.52
ZTF21abvyxfs,VLASS1.1v2,0.308,0.12,-1461.31
ZTF21abvyxfs,VLASS2.1,0.415,0.152,-394.31
ZTF21abvyxfs,VLASS3.1,0.237,0.094,532.69
ZTF21abwcned,VLASS1.1v2,0.467,0.133,-1383.38
ZTF21abwcned,VLASS2.1,0.406,0.146,-356.38
ZTF21abwcned,VLASS3.1,0.345,0.148,518.62
ZTF21abwcnpe,VLASS1.2v2,0.256,0.112,-913.41
ZTF21abwcnpe,VLASS2.2,0.329,0.133,93.59
ZTF21abwdzio,VLASS1.2v2,0.428,0.18,-794.46
ZTF21abwdzio,VLASS2.2,0.298,0.126,161.54
ZTF21abwfnru,VLASS1.1v2,0.364,0.101,-1426.16
ZTF21abwfnru,VLASS2.1,0.454,0.166,-375.16
ZTF21abwfnru,VLASS3.1,0.256,0.098,516.84
ZTF21abwgpgt,VLASS1.1v2,0.4,0.124,-1372.22
ZTF21abwgpgt,VLASS2.1,0.324,0.122,-403.22
ZTF21abwgpgt,VLASS3.1,0.331,0.109,531.78
ZTF21abwjibi,VLASS1.2v2,0.523,0.161,-826.36
ZTF21abwjibi,VLASS2.2,0.528,0.146,67.64
ZTF21abwprfg,VLASS1.1v2,0.28,0.109,-1384.18
ZTF21abwprfg,VLASS2.1,0.409,0.16,-367.18
ZTF21abwprfg,VLASS3.1,0.341,0.105,506.82
ZTF21abwprfj,VLASS1.2v2,0.347,0.148,-898.17
ZTF21abwprfj,VLASS2.2,0.433,0.145,23.83
ZTF21abwqopp,VLASS1.2v2,0.304,0.124,-885.18
ZTF21abwqopp,VLASS2.2,0.314,0.121,78.82
ZTF21abwtnzp,VLASS1.1v2,0.366,0.11,-1456.35
ZTF21abwtnzp,VLASS2.1,0.441,0.15,-380.35
ZTF21abwtnzp,VLASS3.1,0.484,0.163,554.65
ZTF21abwtybk,VLASS1.2v2,0.31,0.115,-855.24
ZTF21abwtybk,VLASS2.2,0.302,0.108,64.76
ZTF21abwukki,VLASS1.2v2,0.354,0.181,-886.38
ZTF21abwukki,VLASS2.2,0.244,0.122,39.62
ZTF21abwunpp,VLASS1.2v2,0.443,0.166,-819.4
ZTF21abwunpp,VLASS2.2,0.266,0.132,58.6
ZTF21abwurky,VLASS1.1v2,0.386,0.139,-1370.38
ZTF21abwurky,VLASS2.1,0.367,0.156,-332.38
ZTF21abwurky,VLASS3.1,0.387,0.153,557.62
ZTF21abwxaht,VLASS1.2v2,0.364,0.137,-849.2
ZTF21abwxaht,VLASS2.2,0.347,0.112,78.8
ZTF21abwxext,VLASS1.2v2,0.303,0.126,-864.33
ZTF21abwxext,VLASS2.2,0.31,0.119,37.67
ZTF21abwxhje,VLASS1.2v2,0.381,0.14,-797.25
ZTF21abwxhje,VLASS2.2,0.287,0.149,64.75
ZTF21abwycli,VLASS1.1v2,0.265,0.117,-1440.23
ZTF21abwycli,VLASS2.1,0.534,0.223,-425.23
ZTF21abwycli,VLASS3.1,0.413,0.157,506.77
ZTF21abwzpgf,VLASS1.2v2,0.314,0.126,-835.29
ZTF21abwzpgf,VLASS2.2,0.316,0.111,48.71
ZTF21abxdact,VLASS1.1v2,0.559,0.134,-1421.47
ZTF21abxdact,VLASS2.1,0.483,0.152,-354.47
ZTF21abxdact,VLASS3.1,0.488,0.168,521.53
ZTF21abxdcmp,VLASS1.1v2,0.261,0.108,-1425.4
ZTF21abxdcmp,VLASS2.1,0.406,0.138,-358.4
ZTF21abxdcmp,VLASS3.1,0.287,0.156,517.6
ZTF21abxdibe,VLASS1.2v2,0.475,0.147,517.6
ZTF21abxdibe,VLASS2.2,0.498,0.168,517.6
ZTF21abxfyaw,VLASS1.2v2,0.401,0.123,-829.48
ZTF21abxfyaw,VLASS2.2,0.225,0.105,49.52
ZTF21abxgqil,VLASS1.2v2,0.386,0.143,-948.51
ZTF21abxgqil,VLASS2.2,0.344,0.128,8.49
ZTF21abxhspf,VLASS1.1v2,1.249,0.279,-2057.44
ZTF21abxhspf,VLASS2.1,1.722,0.24,-1033.44
ZTF21abxhspf,VLASS3.1,1.312,0.196,-118.44
ZTF21abxjcdc,VLASS1.1v2,0.252,0.127,-1398.3
ZTF21abxjcdc,VLASS2.1,0.505,0.16,-332.3
ZTF21abxjcdc,VLASS3.1,0.402,0.17,542.7
ZTF21abxknvv,VLASS1.2v2,0.311,0.14,-837.41
ZTF21abxknvv,VLASS2.2,0.385,0.164,150.59
ZTF21abxlmuw,VLASS1.2v2,0.287,0.109,-1220.45
ZTF21abxlmuw,VLASS2.2,0.236,0.114,-327.45
ZTF21abxlpkc,VLASS1.1v2,0.37,0.154,-1393.32
ZTF21abxlpkc,VLASS2.1,0.289,0.155,-366.32
ZTF21abxlpkc,VLASS3.1,0.377,0.152,508.68
ZTF21abxmvby,VLASS1.1v2,0.267,0.124,-1445.41
ZTF21abxmvby,VLASS2.1,0.42,0.162,-394.41
ZTF21abxmvby,VLASS3.1,0.337,0.143,499.59
ZTF21abxmxut,VLASS1.1v2,0.278,0.134,-1421.29
ZTF21abxmxut,VLASS2.1,0.462,0.227,-474.29
ZTF21abxmxut,VLASS3.1,0.306,0.134,486.71
ZTF21abxngcz,VLASS1.2v2,0.276,0.121,-890.41
ZTF21abxngcz,VLASS2.2,0.339,0.12,-5.41
ZTF21abxnghi,VLASS1.2v2,0.549,0.14,-852.47
ZTF21abxnghi,VLASS2.2,0.321,0.11,32.53
ZTF21abxniow,VLASS1.2v2,0.359,0.153,-870.38
ZTF21abxniow,VLASS2.2,0.469,0.14,151.62
ZTF21abxnjeg,VLASS1.1v2,0.37,0.133,-1836.25
ZTF21abxnjeg,VLASS2.1,0.395,0.158,-786.25
ZTF21abxnjeg,VLASS3.1,0.403,0.147,96.75
ZTF21abxnulm,VLASS1.1v2,0.316,0.132,-1452.47
ZTF21abxnulm,VLASS2.1,0.346,0.134,NA
ZTF21abxnulm,VLASS3.1,0.25,0.105,514.53
ZTF21abxtfwo,VLASS1.2v2,0.548,0.156,-824.29
ZTF21abxtfwo,VLASS2.2,0.482,0.13,127.71
ZTF21abxzzys,VLASS1.1v2,0.299,0.123,-1440.2
ZTF21abxzzys,VLASS2.1,0.429,0.18,-372.2
ZTF21abxzzys,VLASS3.1,1.276,0.313,520.8
ZTF21abyahbi,VLASS1.1v2,0.218,0.112,-1430.2
ZTF21abyahbi,VLASS2.1,0.402,0.138,-362.2
ZTF21abyahbi,VLASS3.1,0.29,0.114,530.8
ZTF21abyakea,VLASS1.2v2,0.49,0.128,-908.17
ZTF21abyakea,VLASS2.2,0.298,0.101,14.83
ZTF21abyazip,VLASS1.2v2,0.46,0.132,-850.25
ZTF21abyazip,VLASS2.2,0.301,0.113,52.75
ZTF21abybgjx,VLASS1.1v2,0.481,0.138,-1395.25
ZTF21abybgjx,VLASS2.1,0.357,0.113,-369.25
ZTF21abybgjx,VLASS3.1,0.373,0.133,601.75
ZTF21abybnni,VLASS1.1v2,0.296,0.101,-1394.36
ZTF21abybnni,VLASS2.1,0.356,0.166,-328.36
ZTF21abybnni,VLASS3.1,0.27,0.108,546.64
ZTF21abychwq,VLASS1.1v2,0.304,0.128,-1379.36
ZTF21abychwq,VLASS2.1,0.473,0.17,-341.36
ZTF21abychwq,VLASS3.1,0.325,0.143,548.64
ZTF21abyfxqr,VLASS1.1v2,0.197,0.108,-1443.24
ZTF21abyfxqr,VLASS2.1,0.371,0.178,-431.24
ZTF21abyfxqr,VLASS3.1,0.237,0.11,497.76
ZTF21abyguqw,VLASS1.1v2,0.265,0.081,-1965.22
ZTF21abyguqw,VLASS2.1,0.528,0.134,-892.22
ZTF21abyguqw,VLASS3.1,0.455,0.109,11.78
ZTF21abyjydm,VLASS1.1v2,0.246,0.087,-1479.23
ZTF21abyjydm,VLASS2.1,0.347,0.116,-416.23
ZTF21abyjydm,VLASS3.1,0.361,0.113,510.77
ZTF21abylukk,VLASS1.1v2,0.318,0.108,-1395.32
ZTF21abylukk,VLASS2.1,0.195,0.114,-440.32
ZTF21abylukk,VLASS3.1,0.283,0.136,478.68
ZTF21abyonuw,VLASS1.2v2,0.31,0.114,-845.2
ZTF21abyonuw,VLASS2.2,0.31,0.097,62.8
ZTF21abyqrli,VLASS1.1v2,0.355,0.132,-1387.32
ZTF21abyqrli,VLASS2.1,0.35,0.188,-434.32
ZTF21abyqrli,VLASS3.1,0.759,0.139,547.68
ZTF21abyslhz,VLASS1.1v2,0.222,0.104,-1452.48
ZTF21abyslhz,VLASS2.1,0.365,0.156,-338.48
ZTF21abyslhz,VLASS3.1,0.358,0.114,511.52
ZTF21abyvjeq,VLASS1.1v2,0.382,0.128,-1376.21
ZTF21abyvjeq,VLASS2.1,0.408,0.177,-412.21
ZTF21abyvjeq,VLASS3.1,0.45,0.152,486.79
ZTF21abywdxt,VLASS1.2v2,0.427,0.137,-853.32
ZTF21abywdxt,VLASS2.2,0.312,0.113,91.68
ZTF21abzadod,VLASS1.2v2,0.38,0.124,-918.22
ZTF21abzadod,VLASS2.2,0.283,0.112,35.78
ZTF21abzbuvf,VLASS1.1v2,0.529,0.131,-1378.45
ZTF21abzbuvf,VLASS2.1,0.338,0.129,-433.45
ZTF21abzbuvf,VLASS3.1,0.296,0.129,498.55
ZTF21abzciqh,VLASS1.2v2,0.283,0.12,-914.22
ZTF21abzciqh,VLASS2.2,0.298,0.112,76.78
ZTF21abzcpiw,VLASS1.1v2,0.435,0.126,-1342.46
ZTF21abzcpiw,VLASS2.1,0.48,0.177,-329.46
ZTF21abzcpiw,VLASS3.1,0.345,0.123,553.54
ZTF21abzcplo,VLASS1.1v2,0.493,0.167,-1306.48
ZTF21abzcplo,VLASS2.1,0.79,0.22,-319.48
ZTF21abzcplo,VLASS3.1,0.584,0.244,630.52
ZTF21abzgzvs,VLASS1.2v2,0.335,0.149,-817.32
ZTF21abzgzvs,VLASS2.2,0.336,0.132,134.68
ZTF21abzithf,VLASS1.2v2,0.302,0.172,-920.24
ZTF21abzithf,VLASS2.2,0.422,0.126,50.76
ZTF21abzkgvc,VLASS1.1v2,0.381,0.156,-1377.41
ZTF21abzkgvc,VLASS2.1,0.455,0.209,-430.41
ZTF21abzkgvc,VLASS3.1,0.395,0.156,530.59
ZTF21abzlujs,VLASS1.2v2,0.425,0.154,-873.52
ZTF21abzlujs,VLASS2.2,0.238,0.124,66.48
ZTF21abzxkyv,VLASS1.1v2,0.278,0.116,-1396.15
ZTF21abzxkyv,VLASS2.1,0.304,0.131,-375.15
ZTF21abzxkyv,VLASS3.1,0.27,0.118,487.85
ZTF21abzxxic,VLASS1.2v2,0.399,0.152,-814.19
ZTF21abzxxic,VLASS2.2,0.344,0.136,134.81
ZTF21abzywja,VLASS1.1v2,0.208,0.087,-1381.19
ZTF21abzywja,VLASS2.1,0.302,0.122,-377.19
ZTF21abzywja,VLASS3.1,0.345,0.161,489.81
ZTF21acadrzr,VLASS1.1v2,0.318,0.112,-1423.41
ZTF21acadrzr,VLASS2.1,0.438,0.193,-399.41
ZTF21acadrzr,VLASS3.1,0.366,0.159,537.59
ZTF21acaegsr,VLASS1.1v2,0.326,0.16,-1352.41
ZTF21acaegsr,VLASS2.1,0.354,0.135,-341.41
ZTF21acaegsr,VLASS3.1,0.265,0.147,539.59
ZTF21acaeoms,VLASS1.2v2,0.334,0.099,-836.5
ZTF21acaeoms,VLASS2.2,0.286,0.106,44.5
ZTF21acafqtj,VLASS1.2v2,0.56,0.181,-918.48
ZTF21acafqtj,VLASS2.2,0.29,0.154,72.52
ZTF21acafsjy,VLASS1.2v2,0.325,0.132,-860.39
ZTF21acafsjy,VLASS2.2,0.328,0.098,17.61
ZTF21acafsqe,VLASS1.2v2,0.35,0.139,-858.5
ZTF21acafsqe,VLASS2.2,0.273,0.112,26.5
ZTF21acafwof,VLASS1.1v2,0.709,0.22,-1459.47
ZTF21acafwof,VLASS2.1,0.228,0.15,NA
ZTF21acafwof,VLASS3.1,0.273,0.123,507.53
ZTF21acagtdn,VLASS1.2v2,0.451,0.13,-900.16
ZTF21acagtdn,VLASS2.2,0.421,0.146,17.84
ZTF21acajcyb,VLASS1.1v2,0.411,0.153,-1416.23
ZTF21acajcyb,VLASS2.1,0.381,0.149,-341.23
ZTF21acajcyb,VLASS3.1,0.379,0.136,543.77
ZTF21acapxdf,VLASS1.2v2,0.355,0.13,-891.41
ZTF21acapxdf,VLASS2.2,0.203,0.09,68.59
ZTF21acaqdee,VLASS1.2v2,0.299,0.124,-832.41
ZTF21acaqdee,VLASS2.2,0.403,0.116,120.59
ZTF21acaqdhq,VLASS1.1v2,0.203,0.114,-1310.48
ZTF21acaqdhq,VLASS2.1,0.361,0.145,-316.48
ZTF21acaqdhq,VLASS3.1,0.358,0.122,629.52
ZTF21acaqdnb,VLASS1.1v2,0.451,0.172,-1312.43
ZTF21acaqdnb,VLASS2.1,0.532,0.172,-325.43
ZTF21acaqdnb,VLASS3.1,0.417,0.143,624.57
ZTF21acasloo,VLASS1.1v2,0.271,0.106,-1406.14
ZTF21acasloo,VLASS2.1,0.322,0.142,-435.14
ZTF21acasloo,VLASS3.1,0.278,0.114,577.86
ZTF21acaspdb,VLASS1.1v2,0.327,0.114,-1450.15
ZTF21acaspdb,VLASS2.1,0.31,0.123,-381.15
ZTF21acaspdb,VLASS3.1,0.285,0.104,496.85
ZTF21acasrer,VLASS1.1v2,0.365,0.123,-1394.14
ZTF21acasrer,VLASS2.1,0.707,0.248,-377.14
ZTF21acasrer,VLASS3.1,0.317,0.113,496.86
ZTF21acaszik,VLASS1.2v2,0.31,0.106,-857.26
ZTF21acaszik,VLASS2.2,0.295,0.115,62.74
ZTF21acbcfmh,VLASS1.2v2,0.387,0.126,-864.41
ZTF21acbcfmh,VLASS2.2,0.311,0.113,40.59
ZTF21acbcjwa,VLASS1.2v2,0.381,0.139,-837.41
ZTF21acbcjwa,VLASS2.2,0.383,0.101,25.59
ZTF21acbgcma,VLASS1.1v2,0.218,0.101,-1454.2
ZTF21acbgcma,VLASS2.1,0.432,0.132,-378.2
ZTF21acbgcma,VLASS3.1,0.256,0.089,489.8
ZTF21acbjxhr,VLASS1.1v2,0.344,0.133,-1452.29
ZTF21acbjxhr,VLASS2.1,0.446,0.175,-439.29
ZTF21acbjxhr,VLASS3.1,0.311,0.136,494.71
ZTF21acbmxgn,VLASS1.2v2,0.266,0.107,-867.44
ZTF21acbmxgn,VLASS2.2,0.257,0.114,57.56
ZTF21acbnfos,VLASS1.1v2,0.341,0.119,-1451.48
ZTF21acbnfos,VLASS2.1,0.435,0.154,-378.48
ZTF21acbnfos,VLASS3.1,0.275,0.118,525.52
ZTF21acbntop,VLASS1.2v2,0.475,0.171,-800.38
ZTF21acbntop,VLASS2.2,0.371,0.161,150.62
ZTF21acbpbia,VLASS1.1v2,0.291,0.134,-1398.14
ZTF21acbpbia,VLASS2.1,0.323,0.154,-382.14
ZTF21acbpbia,VLASS3.1,0.284,0.12,506.86
ZTF21acbpdlz,VLASS1.2v2,0.486,0.18,-817.17
ZTF21acbpdlz,VLASS2.2,0.393,0.142,130.83
ZTF21acbphas,VLASS1.2v2,0.523,0.176,-815.13
ZTF21acbphas,VLASS2.2,0.47,0.17,123.87
ZTF21acbutpl,VLASS1.2v2,0.333,0.119,-866.39
ZTF21acbutpl,VLASS2.2,0.28,0.117,38.61
ZTF21acbuwgu,VLASS1.2v2,0.333,0.124,-815.32
ZTF21acbuwgu,VLASS2.2,0.372,0.118,144.68
ZTF21acbvwej,VLASS1.1v2,0.449,0.11,-1399.31
ZTF21acbvwej,VLASS2.1,0.382,0.171,-368.31
ZTF21acbvwej,VLASS3.1,0.298,0.134,523.69
ZTF21acbxtir,VLASS1.1v2,0.292,0.099,-1466.5
ZTF21acbxtir,VLASS2.1,0.261,0.116,-352.5
ZTF21acbxtir,VLASS3.1,0.307,0.125,497.5
ZTF21acbxtqq,VLASS1.2v2,0.339,0.107,-841.5
ZTF21acbxtqq,VLASS2.2,0.277,0.098,83.5
ZTF21acceboj,VLASS1.1v2,0.424,0.136,-1358.46
ZTF21acceboj,VLASS2.1,0.399,0.149,-345.46
ZTF21acceboj,VLASS3.1,0.362,0.205,537.54
ZTF21accfbyj,VLASS1.1v2,0.191,0.112,-1448.47
ZTF21accfbyj,VLASS2.1,0.506,0.169,-401.47
ZTF21accfbyj,VLASS3.1,0.297,0.126,492.53
ZTF21accgsbf,VLASS1.1v2,0.466,0.198,-1441.17
ZTF21accgsbf,VLASS2.1,0.992,0.293,-486.17
ZTF21accgsbf,VLASS3.1,0.621,0.259,432.83
ZTF21acchbmn,VLASS1.2v2,0.432,0.121,-861.34
ZTF21acchbmn,VLASS2.2,0.343,0.118,46.66
ZTF21acchwaw,VLASS1.2v2,0.361,0.113,-889.33
ZTF21acchwaw,VLASS2.2,0.36,0.116,10.67
ZTF21accibae,VLASS1.1v2,0.465,0.156,-1460.3
ZTF21accibae,VLASS2.1,0.392,0.151,-417.3
ZTF21accibae,VLASS3.1,0.443,0.117,522.7
ZTF21acciklh,VLASS1.1v2,0.242,0.122,-1455.27
ZTF21acciklh,VLASS2.1,0.327,0.155,-440.27
ZTF21acciklh,VLASS3.1,0.249,0.113,491.73
ZTF21acckcni,VLASS1.2v2,0.347,0.112,-890.47
ZTF21acckcni,VLASS2.2,0.385,0.131,32.53
ZTF21acclizu,VLASS1.1v2,0.307,0.131,-1434.14
ZTF21acclizu,VLASS2.1,0.406,0.153,-377.14
ZTF21acclizu,VLASS3.1,0.252,0.1,475.86
ZTF21accteto,VLASS1.2v2,0.31,0.122,-917.3
ZTF21accteto,VLASS2.2,0.312,0.119,17.7
ZTF21acctrsp,VLASS1.1v2,0.47,0.139,-1420.38
ZTF21acctrsp,VLASS2.1,0.558,0.215,-345.38
ZTF21acctrsp,VLASS3.1,0.367,0.147,531.62
ZTF21accuexh,VLASS1.1v2,0.256,0.112,-1455.31
ZTF21accuexh,VLASS2.1,0.344,0.135,-424.31
ZTF21accuexh,VLASS3.1,0.222,0.115,491.69
ZTF21accwcrh,VLASS1.1v2,0.331,0.124,-1446.41
ZTF21accwcrh,VLASS2.1,0.605,0.215,-417.41
ZTF21accwcrh,VLASS3.1,0.39,0.183,500.59
ZTF21accwovq,VLASS1.1v2,0.26,0.093,-1438.29
ZTF21accwovq,VLASS2.1,0.472,0.145,-418.29
ZTF21accwovq,VLASS3.1,0.352,0.143,450.71
ZTF21accyvil,VLASS1.2v2,0.389,0.15,-883.4
ZTF21accyvil,VLASS2.2,0.418,0.144,138.6
ZTF21accyxid,VLASS1.1v2,0.397,0.156,-1350.49
ZTF21accyxid,VLASS2.1,0.355,0.143,-333.49
ZTF21accyxid,VLASS3.1,0.344,0.135,541.51
ZTF21acdajtx,VLASS1.1v2,2.528,0.156,-1483.18
ZTF21acdajtx,VLASS2.1,2.528,0.195,-417.18
ZTF21acdajtx,VLASS3.1,4.039,0.303,509.82
ZTF21acdalyp,VLASS1.1v2,1.0,0.155,-1453.26
ZTF21acdalyp,VLASS2.1,1.307,0.25,-417.26
ZTF21acdalyp,VLASS3.1,0.906,0.179,487.74
ZTF21acdbcxy,VLASS1.2v2,0.44,0.159,-847.21
ZTF21acdbcxy,VLASS2.2,0.337,0.118,30.79
ZTF21acdcxaf,VLASS1.1v2,2.093,0.168,-1474.32
ZTF21acdcxaf,VLASS2.1,2.093,0.199,-470.32
ZTF21acdcxaf,VLASS3.1,1.935,0.211,434.68
ZTF21acdcxfz,VLASS1.2v2,0.337,0.135,-895.36
ZTF21acdcxfz,VLASS2.2,0.448,0.135,126.64
ZTF21acdenty,VLASS1.2v2,0.47,0.14,-926.17
ZTF21acdenty,VLASS2.2,0.466,0.108,-3.17
ZTF21acdezwk,VLASS1.2v2,0.407,0.128,-3.17
ZTF21acdezwk,VLASS2.2,0.383,0.143,-3.17
ZTF21acdjasw,VLASS1.1v2,0.319,0.114,-1421.33
ZTF21acdjasw,VLASS2.1,0.302,0.146,-393.33
ZTF21acdjasw,VLASS3.1,0.345,0.172,497.67
ZTF21acdkbai,VLASS1.1v2,0.264,0.117,-1320.46
ZTF21acdkbai,VLASS2.1,0.599,0.254,-331.46
ZTF21acdkbai,VLASS3.1,0.264,0.119,631.54
ZTF21acdkxcr,VLASS1.2v2,0.38,0.134,-911.21
ZTF21acdkxcr,VLASS2.2,0.289,0.118,16.79
ZTF21acdkydg,VLASS1.2v2,0.336,0.13,-834.19
ZTF21acdkydg,VLASS2.2,0.252,0.094,68.81
ZTF21acdmwae,VLASS1.1v2,0.522,0.151,-1465.36
ZTF21acdmwae,VLASS2.1,0.469,0.163,-434.36
ZTF21acdmwae,VLASS3.1,0.368,0.195,481.64
ZTF21acdnnfg,VLASS1.1v2,0.217,0.104,-1462.44
ZTF21acdnnfg,VLASS2.1,0.344,0.144,-389.44
ZTF21acdnnfg,VLASS3.1,0.312,0.119,514.56
ZTF21acdontl,VLASS1.1v2,0.597,0.192,-1366.51
ZTF21acdontl,VLASS2.1,0.666,0.247,-423.51
ZTF21acdontl,VLASS3.1,0.384,0.147,507.49
ZTF21acdoydr,VLASS1.1v2,0.315,0.109,-1409.16
ZTF21acdoydr,VLASS2.1,0.369,0.12,-393.16
ZTF21acdoydr,VLASS3.1,0.224,0.104,495.84
ZTF21acdoyqt,VLASS1.2v2,0.43,0.138,-926.17
ZTF21acdoyqt,VLASS2.2,0.302,0.111,-3.17
ZTF21acdphro,VLASS1.1v2,0.211,0.1,-1447.16
ZTF21acdphro,VLASS2.1,0.355,0.13,-383.16
ZTF21acdphro,VLASS3.1,0.255,0.119,524.84
ZTF21acdqgns,VLASS1.2v2,0.476,0.163,-857.26
ZTF21acdqgns,VLASS2.2,0.42,0.124,43.74
ZTF21acdsnsh,VLASS1.2v2,0.394,0.146,-911.51
ZTF21acdsnsh,VLASS2.2,0.387,0.133,NA
ZTF21acdtosh,VLASS1.1v2,0.373,0.156,-1388.33
ZTF21acdtosh,VLASS2.1,0.797,0.188,-424.33
ZTF21acdtosh,VLASS3.1,0.384,0.138,474.67
ZTF21acdvban,VLASS1.2v2,0.405,0.123,-834.38
ZTF21acdvban,VLASS2.2,0.291,0.137,133.62
ZTF21acdvfjr,VLASS1.1v2,0.261,0.153,-1361.44
ZTF21acdvfjr,VLASS2.1,0.546,0.168,-344.44
ZTF21acdvfjr,VLASS3.1,0.25,0.126,530.56
ZTF21acdvkcj,VLASS1.2v2,0.347,0.121,-858.46
ZTF21acdvkcj,VLASS2.2,0.213,0.096,66.54
ZTF21acdvtmf,VLASS1.2v2,0.511,0.156,-930.13
ZTF21acdvtmf,VLASS2.2,0.229,0.103,-4.13
ZTF21acdwhtf,VLASS1.2v2,0.436,0.17,-852.12
ZTF21acdwhtf,VLASS2.2,0.36,0.123,-5.12
ZTF21acdwvwo,VLASS1.1v2,0.279,0.126,-1485.18
ZTF21acdwvwo,VLASS2.1,0.365,0.143,-418.18
ZTF21acdwvwo,VLASS3.1,0.216,0.105,508.82
ZTF21acdxhuv,VLASS1.2v2,0.653,0.224,-884.31
ZTF21acdxhuv,VLASS2.2,0.376,0.113,4.69
ZTF21acdykpb,VLASS1.1v2,0.417,0.157,-1458.22
ZTF21acdykpb,VLASS2.1,0.379,0.166,-419.22
ZTF21acdykpb,VLASS3.1,0.276,0.117,488.78
ZTF21aceaiqm,VLASS1.2v2,0.321,0.125,-842.31
ZTF21aceaiqm,VLASS2.2,0.386,0.138,119.69
ZTF21aceccve,VLASS1.2v2,0.472,0.206,-818.42
ZTF21aceccve,VLASS2.2,0.414,0.156,126.58
ZTF21aceehxt,VLASS1.1v2,0.308,0.127,-1479.44
ZTF21aceehxt,VLASS2.1,0.505,0.121,-377.44
ZTF21aceehxt,VLASS3.1,0.5,0.125,501.56
ZTF21aceenyc,VLASS1.2v2,0.232,0.097,-931.35
ZTF21aceenyc,VLASS2.2,0.374,0.115,67.65
ZTF21aceepnp,VLASS1.2v2,0.348,0.11,-898.47
ZTF21aceepnp,VLASS2.2,0.211,0.098,61.53
ZTF21acefbte,VLASS1.2v2,0.31,0.126,-866.47
ZTF21acefbte,VLASS2.2,0.379,0.123,3.53
ZTF21acefcnp,VLASS1.2v2,0.291,0.114,-914.46
ZTF21acefcnp,VLASS2.2,0.244,0.116,34.54
ZTF21acefkpy,VLASS1.2v2,0.42,0.134,-894.47
ZTF21acefkpy,VLASS2.2,0.491,0.103,28.53
ZTF21acehvay,VLASS1.2v2,0.223,0.112,-882.26
ZTF21acehvay,VLASS2.2,0.316,0.121,45.74
ZTF21acekmmm,VLASS1.1v2,0.325,0.116,-1449.27
